,Unnamed: 0,date2,hour,Daily Weight count,blob_sent_hourly mean,vader_sent_hourly mean,day n hour,tweet dir,vsent dir,bsent dir,bsent movement,tweet movement,vsent movement,vesent movement,Close,5hr MA,price dir,movement,date2,month,hour
6313,6313,2019-09-26,10,979,0.1086568724,0.1762839906,2019-09-26-10.0,38,0.07276477532,0.02860079683,0,1,1,0,8449.56,8414.08,12.138,1,2019-09-26,9,10
6314,6314,2019-09-26,11,1024,0.07364462779,0.1109094607,2019-09-26-11.0,45,-0.06537452988,-0.03501224462,0,1,1,0,8386.35,8413.528,-0.552,0,2019-09-26,9,11
6315,6315,2019-09-26,12,1117,0.08178360515,0.1080874369,2019-09-26-12.0,93,-0.002822023836,0.008138977359,0,1,1,0,8420.12,8421.756,8.228,1,2019-09-26,9,12
6316,6316,2019-09-26,13,1152,0.09936274624,0.1829914133,2019-09-26-13.0,35,0.07490397647,0.01757914109,0,1,1,0,8261.29,8392.158,-29.598,0,2019-09-26,9,1
6317,6317,2019-09-26,14,1108,0.1001136659,0.1523576045,2019-09-26-14.0,-44,-0.03063380886,0.0007509196171,0,0,1,0,8188.8,8341.224,-50.934,0,2019-09-26,9,2
6318,6318,2019-09-26,15,1317,0.08361234564,0.1149611908,2019-09-26-15.0,209,-0.03739641371,-0.01650132021,0,1,1,0,7920,8235.312,-105.912,0,2019-09-26,9,3
6319,6319,2019-09-26,16,1684,0.08817132858,0.1079342255,2019-09-26-16.0,367,-0.007026965251,0.004558982937,0,1,1,0,7954.53,8148.948,-86.364,0,2019-09-26,9,4
6320,6320,2019-09-26,17,1456,0.06076083778,0.09537525521,2019-09-26-17.0,-228,-0.01255897031,-0.02741049079,0,0,1,0,7924.15,8049.754,-99.194,0,2019-09-26,9,5
6321,6321,2019-09-26,18,1329,0.04899805009,0.1137562753,2019-09-26-18.0,-127,0.01838102006,-0.0117627877,0,0,1,0,8121.7,8021.836,-27.918,0,2019-09-26,9,6
6322,6322,2019-09-26,19,1187,0.08941032979,0.1291884728,2019-09-26-19.0,-142,0.01543219756,0.0404122797,0,0,1,0,8131,8010.276,-11.56,0,2019-09-26,9,7
6323,6323,2019-09-26,20,957,0.07562315642,0.105945007,2019-09-26-20.0,-230,-0.02324346579,-0.01378717338,0,0,1,0,8092.62,8044.8,34.524,1,2019-09-26,9,8
6324,6324,2019-09-26,21,1043,0.07521594009,0.07586064655,2019-09-26-21.0,86,-0.03008436049,-0.0004072163252,0,1,1,0,8079.87,8069.868,25.068,1,2019-09-26,9,9
6325,6325,2019-09-26,22,827,0.08582370346,0.1877424524,2019-09-26-22.0,-216,0.1118818058,0.01060776337,0,0,1,0,8116.6,8108.358,38.49,1,2019-09-26,9,10
6326,6326,2019-09-26,23,796,0.112526165,0.1209112553,2019-09-26-23.0,-31,-0.06683119707,0.02670246155,0,0,1,0,8063.73,8096.764,-11.594,0,2019-09-26,9,11
6327,6327,2019-09-27,0,799,0.1056656858,0.1377995632,2019-09-27-0.0,3,0.01688830792,-0.00686047919,0,1,1,0,7968.1,8064.184,-32.58,0,2019-09-27,9,12
6328,6328,2019-09-27,1,791,0.05115220524,0.02322011515,2019-09-27-1.0,-8,-0.1145794481,-0.05451348059,0,0,1,0,8007.12,8047.084,-17.1,0,2019-09-27,9,1
6329,6329,2019-09-27,2,776,0.06462568404,0.07894753112,2019-09-27-2.0,-15,0.05572741597,0.01347347879,0,0,1,0,7990,8029.11,-17.974,0,2019-09-27,9,2
6330,6330,2019-09-27,3,704,0.09383098688,0.09640310215,2019-09-27-3.0,-72,0.01745557103,0.02920530285,0,0,1,0,8022.87,8010.364,-18.746,0,2019-09-27,9,3
6331,6331,2019-09-27,4,643,0.07202807795,0.07822169069,2019-09-27-4.0,-61,-0.01818141146,-0.02180290893,0,0,1,0,7991.96,7996.01,-14.354,0,2019-09-27,9,4
6332,6332,2019-09-27,5,696,0.05741377557,0.1109235668,2019-09-27-5.0,53,0.03270187609,-0.01461430239,0,1,1,0,7978.13,7998.016,2.006,1,2019-09-27,9,5
6333,6333,2019-09-27,6,690,0.1015097453,0.1134398012,2019-09-27-6.0,-6,0.002516234458,0.04409596969,0,0,1,0,8029.64,8002.52,4.504,1,2019-09-27,9,6
6334,6334,2019-09-27,7,953,0.06559596975,0.09200964184,2019-09-27-7.0,263,-0.0214301594,-0.03591377551,0,1,1,0,8057.51,8016.022,13.502,1,2019-09-27,9,7
6335,6335,2019-09-27,8,963,0.0454149094,0.1084404392,2019-09-27-8.0,10,0.0164307974,-0.02018106035,0,1,1,0,8078.58,8027.164,11.142,1,2019-09-27,9,8
6336,6336,2019-09-27,9,964,0.08877881369,0.1245054938,2019-09-27-9.0,1,0.01606505456,0.04336390429,0,1,1,0,8052.8,8039.332,12.168,1,2019-09-27,9,9
6337,6337,2019-09-27,10,883,0.07041178568,0.1256002439,2019-09-27-10.0,-81,0.001094750054,-0.01836702801,0,0,1,0,8064.13,8056.532,17.2,1,2019-09-27,9,10
6338,6338,2019-09-27,11,986,0.08686774319,0.08562088793,2019-09-27-11.0,103,-0.03997935593,0.01645595751,0,1,1,0,7987.65,8048.134,-8.398,0,2019-09-27,9,11
6339,6339,2019-09-27,12,1186,0.09870256516,0.1355543852,2019-09-27-12.0,200,0.04993349722,0.01183482197,0,1,1,0,7991.66,8034.964,-13.17,0,2019-09-27,9,12
6340,6340,2019-09-27,13,1114,0.05952774347,0.1232993079,2019-09-27-13.0,-72,-0.0122550773,-0.03917482169,0,0,1,0,7999.36,8019.12,-15.844,0,2019-09-27,9,1
6341,6341,2019-09-27,14,1141,0.07615372507,0.1189141375,2019-09-27-14.0,27,-0.004385170369,0.0166259816,0,1,1,0,7970.66,8002.692,-16.428,0,2019-09-27,9,2
6342,6342,2019-09-27,15,1136,0.1076932518,0.1618607083,2019-09-27-15.0,-5,0.04294657087,0.03153952672,0,0,1,0,7981.71,7986.208,-16.484,0,2019-09-27,9,3
6343,6343,2019-09-27,16,1042,0.09839256768,0.09284715794,2019-09-27-16.0,-94,-0.06901355041,-0.009300684108,0,0,1,0,8002.84,7989.246,3.038,1,2019-09-27,9,4
6344,6344,2019-09-27,17,1086,0.08586822599,0.1181602997,2019-09-27-17.0,44,0.02531314177,-0.01252434169,0,1,1,0,8032.64,7997.442,8.196,1,2019-09-27,9,5
6345,6345,2019-09-27,18,1052,0.09315744235,0.124364342,2019-09-27-18.0,-34,0.006204042319,0.007289216356,0,0,1,0,8029.66,8003.502,6.06,1,2019-09-27,9,6
6346,6346,2019-09-27,19,1038,0.07065364821,0.1379950614,2019-09-27-19.0,-14,0.01363071941,-0.02250379414,0,0,1,0,7991.24,8007.618,4.116,1,2019-09-27,9,7
6347,6347,2019-09-27,20,937,0.08065314555,0.1321804804,2019-09-27-20.0,-101,-0.005814581081,0.009999497337,0,0,1,0,8045.58,8020.392,12.774,1,2019-09-27,9,8
6348,6348,2019-09-27,21,1007,0.06731634246,0.1416467714,2019-09-27-21.0,70,0.009466291081,-0.01333680309,0,1,1,0,8215.02,8062.828,42.436,1,2019-09-27,9,9
6349,6349,2019-09-27,22,849,0.0931461102,0.1626811641,2019-09-27-22.0,-158,0.0210343927,0.02582976774,0,0,1,0,8172.57,8090.814,27.986,1,2019-09-27,9,10
6350,6350,2019-09-27,23,769,0.09032887464,0.1898558527,2019-09-27-23.0,-80,0.02717468851,-0.002817235561,0,0,1,0,8177.91,8120.464,29.65,1,2019-09-27,9,11
6351,6351,2019-09-28,0,670,0.06416180839,0.1315510387,2019-09-28-0.0,-99,-0.058304814,-0.02616706624,0,0,1,0,8197.94,8161.804,41.34,1,2019-09-28,9,12
6352,6352,2019-09-28,1,681,0.06507048198,0.1020974842,2019-09-28-1.0,11,-0.02945355445,0.0009086735904,0,1,1,0,8157.17,8184.122,22.318,1,2019-09-28,9,1
6353,6353,2019-09-28,2,632,0.06246214703,0.07656940951,2019-09-28-2.0,-49,-0.02552807469,-0.002608334952,0,0,1,0,8167.29,8174.576,-9.546,0,2019-09-28,9,2
6354,6354,2019-09-28,3,693,0.07604645795,0.1095239067,2019-09-28-3.0,61,0.03295449717,0.01358431092,0,1,1,0,8163.49,8172.76,-1.816,0,2019-09-28,9,3
6355,6355,2019-09-28,4,568,0.08898746833,0.09642858039,2019-09-28-4.0,-125,-0.01309532629,0.01294101038,0,0,1,0,8170.51,8171.28,-1.48,0,2019-09-28,9,4
6356,6356,2019-09-28,5,578,0.06719608666,0.07879527547,2019-09-28-5.0,10,-0.01763330492,-0.02179138167,0,1,1,0,8155.06,8162.704,-8.576,0,2019-09-28,9,5
6357,6357,2019-09-28,6,563,0.06278345173,0.08345522117,2019-09-28-6.0,-15,0.004659945707,-0.004412634931,0,0,1,0,8151.62,8161.594,-1.11,0,2019-09-28,9,6
6358,6358,2019-09-28,7,761,0.05488736691,0.1064639594,2019-09-28-7.0,198,0.02300873825,-0.007896084819,0,1,1,0,8213.24,8170.784,9.19,1,2019-09-28,9,7
6359,6359,2019-09-28,8,682,0.09873411939,0.1272387798,2019-09-28-8.0,-79,0.02077482038,0.04384675248,0,0,1,0,8185,8175.086,4.302,1,2019-09-28,9,8
6360,6360,2019-09-28,9,716,0.05798054896,0.132995286,2019-09-28-9.0,34,0.005756506177,-0.04075357044,0,1,1,0,8224,8185.784,10.698,1,2019-09-28,9,9
6361,6361,2019-09-28,10,633,0.1016102942,0.1376672869,2019-09-28-10.0,-83,0.004672000943,0.04362974529,0,0,1,0,8182.16,8191.204,5.42,1,2019-09-28,9,10
6362,6362,2019-09-28,11,672,0.02427155053,0.1194937615,2019-09-28-11.0,39,-0.01817352546,-0.07733874371,0,1,1,0,8134.89,8187.858,-3.346,0,2019-09-28,9,11
6363,6363,2019-09-28,12,756,0.10057046,0.1226092671,2019-09-28-12.0,84,0.003115505622,0.0762989095,0,1,1,0,8082.17,8161.644,-26.214,0,2019-09-28,9,12
6364,6364,2019-09-28,13,797,0.0767805866,0.144416267,2019-09-28-13.0,41,0.02180699989,-0.02378987343,0,1,1,0,8118.39,8148.322,-13.322,0,2019-09-28,9,1
6365,6365,2019-09-28,14,1132,0.06639721691,0.1248610784,2019-09-28-14.0,335,-0.01955518862,-0.01038336969,0,1,1,0,8072.96,8118.114,-30.208,0,2019-09-28,9,2
6366,6366,2019-09-28,15,1045,0.08841030482,0.1626724221,2019-09-28-15.0,-87,0.03781134377,0.02201308791,0,0,1,0,8069.47,8095.576,-22.538,0,2019-09-28,9,3
6367,6367,2019-09-28,16,942,0.1132458938,0.1506505142,2019-09-28-16.0,-103,-0.01202190792,0.02483558896,0,0,1,0,8091.5,8086.898,-8.678,0,2019-09-28,9,4
6368,6368,2019-09-28,17,880,0.09488739229,0.1540048706,2019-09-28-17.0,-62,0.003354356375,-0.01835850149,0,0,1,0,8144.95,8099.454,12.556,1,2019-09-28,9,5
6369,6369,2019-09-28,18,815,0.08999366895,0.1413106595,2019-09-28-18.0,-65,-0.0126942111,-0.004893723341,0,0,1,0,8136.76,8103.128,3.674,1,2019-09-28,9,6
6370,6370,2019-09-28,19,784,0.06987732703,0.1530852314,2019-09-28-19.0,-31,0.01177457192,-0.02011634191,0,0,1,0,8146.83,8117.902,14.774,1,2019-09-28,9,7
6371,6371,2019-09-28,20,718,0.08817844769,0.1268600549,2019-09-28-20.0,-66,-0.02622517646,0.01830112066,0,0,1,0,8150.1,8134.028,16.126,1,2019-09-28,9,8
6372,6372,2019-09-28,21,732,0.07296938692,0.1194717574,2019-09-28-21.0,14,-0.00738829751,-0.01520906078,0,1,1,0,8127.89,8141.306,7.278,1,2019-09-28,9,9
6373,6373,2019-09-28,22,750,0.1239753171,0.1546883174,2019-09-28-22.0,18,0.03521655993,0.05100593017,0,1,1,0,8144.25,8141.166,-0.14,0,2019-09-28,9,10
6374,6374,2019-09-28,23,606,0.07121694731,0.1432042579,2019-09-28-23.0,-144,-0.01148405946,-0.05275836977,0,0,1,0,8198.81,8153.576,12.41,1,2019-09-28,9,11
6375,6375,2019-09-29,0,669,0.1251356195,0.1610789521,2019-09-29-0.0,63,0.0178746942,0.05391867221,0,1,1,0,8202.6,8164.73,11.154,1,2019-09-29,9,12
6376,6376,2019-09-29,1,616,0.1037113966,0.1352272266,2019-09-29-1.0,-53,-0.02585172545,-0.02142422294,0,0,1,0,8173.92,8169.494,4.764,1,2019-09-29,9,1
6377,6377,2019-09-29,2,516,0.08052372055,0.1362411064,2019-09-29-2.0,-100,0.001013879794,-0.02318767604,0,0,1,0,8152.47,8174.41,4.916,1,2019-09-29,9,2
6378,6378,2019-09-29,3,551,0.1002661836,0.1104102323,2019-09-29-3.0,35,-0.02583087414,0.01974246301,0,1,1,0,8132.03,8171.966,-2.444,0,2019-09-29,9,3
6379,6379,2019-09-29,4,525,0.08133625225,0.1126141137,2019-09-29-4.0,-26,0.002203881431,-0.01892993131,0,0,1,0,8115.6,8155.324,-16.642,0,2019-09-29,9,4
6380,6380,2019-09-29,5,598,0.08261877019,0.1139154312,2019-09-29-5.0,73,0.001301317446,0.00128251794,0,1,1,0,8118.98,8138.6,-16.724,0,2019-09-29,9,5
6381,6381,2019-09-29,6,533,0.07155643892,0.116003654,2019-09-29-6.0,-65,0.002088222789,-0.01106233127,0,0,1,0,8081.1,8120.036,-18.564,0,2019-09-29,9,6
6382,6382,2019-09-29,7,600,0.05282371337,0.09059691771,2019-09-29-7.0,67,-0.02540673626,-0.01873272555,0,1,1,0,8086.51,8106.844,-13.192,0,2019-09-29,9,7
6383,6383,2019-09-29,8,520,0.09926150312,0.170975885,2019-09-29-8.0,-80,0.0803789673,0.04643778975,0,0,1,0,8084.63,8097.364,-9.48,0,2019-09-29,9,8
6384,6384,2019-09-29,9,585,0.1129194441,0.1401110112,2019-09-29-9.0,65,-0.0308648738,0.01365794095,0,1,1,0,8097.47,8093.738,-3.626,0,2019-09-29,9,9
6385,6385,2019-09-29,10,597,0.1122018868,0.1906244816,2019-09-29-10.0,12,0.05051347044,-0.0007175572318,0,1,1,0,8074.28,8084.798,-8.94,0,2019-09-29,9,10
6386,6386,2019-09-29,11,576,0.08212659835,0.1160176498,2019-09-29-11.0,-21,-0.07460683188,-0.03007528848,0,0,1,0,8074.16,8083.41,-1.388,0,2019-09-29,9,11
6387,6387,2019-09-29,12,770,0.06765339728,0.09396507478,2019-09-29-12.0,194,-0.02205257498,-0.01447320108,0,1,1,0,7995.96,8065.3,-18.11,0,2019-09-29,9,12
6388,6388,2019-09-29,13,789,0.05117969492,0.09527513894,2019-09-29-13.0,19,0.001310064164,-0.01647370236,0,1,1,0,7995.67,8047.508,-17.792,0,2019-09-29,9,1
6389,6389,2019-09-29,14,880,0.1039275367,0.1702604632,2019-09-29-14.0,91,0.07498532428,0.05274784175,0,1,1,0,7971.15,8022.244,-25.264,0,2019-09-29,9,2
6390,6390,2019-09-29,15,1042,0.08599328263,0.181233265,2019-09-29-15.0,162,0.01097280179,-0.01793425404,0,1,1,0,7965.57,8000.502,-21.742,0,2019-09-29,9,3
6391,6391,2019-09-29,16,791,0.05094297112,0.07625610542,2019-09-29-16.0,-251,-0.1049771596,-0.03505031151,0,0,1,0,8030.75,7991.82,-8.682,0,2019-09-29,9,4
6392,6392,2019-09-29,17,717,0.1199599541,0.214211514,2019-09-29-17.0,-74,0.1379554086,0.069016983,0,0,1,0,7991.93,7991.014,-0.806,0,2019-09-29,9,5
6393,6393,2019-09-29,18,790,0.09192262132,0.161369219,2019-09-29-18.0,73,-0.05284229503,-0.0280373328,0,1,1,0,7981.66,7988.212,-2.802,0,2019-09-29,9,6
6394,6394,2019-09-29,19,785,0.06818430458,0.1295241012,2019-09-29-19.0,-5,-0.03184511783,-0.02373831674,0,0,1,0,7950.69,7984.12,-4.092,0,2019-09-29,9,7
6395,6395,2019-09-29,20,776,0.08827493934,0.1153157328,2019-09-29-20.0,-9,-0.01420836838,0.02009063476,0,0,1,0,7990,7989.006,4.886,1,2019-09-29,9,8
6396,6396,2019-09-29,21,712,0.05698627212,0.1227240198,2019-09-29-21.0,-64,0.007408287019,-0.03128866722,0,0,1,0,8039.86,7990.828,1.822,1,2019-09-29,9,9
6397,6397,2019-09-29,22,700,0.02150796217,0.04625512947,2019-09-29-22.0,-12,-0.07646889034,-0.03547830995,0,0,1,0,8074.67,8007.376,16.548,1,2019-09-29,9,10
6398,6398,2019-09-29,23,663,0.0214045006,0.09839096539,2019-09-29-23.0,-37,0.05213583592,-0.0001034615701,0,0,1,0,8043.82,8019.808,12.432,1,2019-09-29,9,11
6399,6399,2019-09-30,0,648,0.05598673858,0.1078333011,2019-09-30-0.0,-15,0.00944233572,0.03458223797,0,0,1,0,8008.59,8031.388,11.58,1,2019-09-30,9,12
6400,6400,2019-09-30,1,644,0.06446391042,0.1446902554,2019-09-30-1.0,-4,0.03685695431,0.00847717184,0,0,1,0,8022.03,8037.794,6.406,1,2019-09-30,9,1
6401,6401,2019-09-30,2,630,0.07899387222,0.1156636488,2019-09-30-2.0,-14,-0.02902660666,0.01452996181,0,0,1,0,7986.06,8027.034,-10.76,0,2019-09-30,9,2
6402,6402,2019-09-30,3,628,0.05041018978,0.1110522327,2019-09-30-3.0,-2,-0.004611416017,-0.02858368245,0,0,1,0,7972.13,8006.526,-20.508,0,2019-09-30,9,3
6403,6403,2019-09-30,4,536,0.0984698783,0.1366637018,2019-09-30-4.0,-92,0.02561146903,0.04805968852,0,0,1,0,7822.83,7962.328,-44.198,0,2019-09-30,9,4
6404,6404,2019-09-30,5,698,0.05541564461,0.06181293693,2019-09-30-5.0,162,-0.07485076484,-0.04305423369,0,1,1,0,7799.62,7920.534,-41.794,0,2019-09-30,9,5
6405,6405,2019-09-30,6,722,0.05430232594,0.05017005164,2019-09-30-6.0,24,-0.01164288528,-0.001113318672,0,1,1,0,7754.54,7867.036,-53.498,0,2019-09-30,9,6
6406,6406,2019-09-30,7,840,0.06737561183,0.1037075607,2019-09-30-7.0,118,0.05353750903,0.01307328589,0,1,1,0,7794.42,7828.708,-38.328,0,2019-09-30,9,7
6407,6407,2019-09-30,8,765,0.05928839245,0.07521732883,2019-09-30-8.0,-75,-0.02849023183,-0.008087219379,0,0,1,0,7866.92,7807.666,-21.042,0,2019-09-30,9,8
6408,6408,2019-09-30,9,797,0.1506553614,0.1330773665,2019-09-30-9.0,32,0.0578600377,0.09136696899,0,1,1,0,8002.64,7843.628,35.962,1,2019-09-30,9,9
6409,6409,2019-09-30,10,901,0.1010097506,0.1317381896,2019-09-30-10.0,104,-0.001339176952,-0.04964561079,0,1,1,0,8042.09,7892.122,48.494,1,2019-09-30,9,10
6410,6410,2019-09-30,11,955,0.08246789223,0.1611245993,2019-09-30-11.0,54,0.0293864097,-0.01854185841,0,1,1,0,8031.3,7947.474,55.352,1,2019-09-30,9,11
6411,6411,2019-09-30,12,983,0.07534306039,0.142805295,2019-09-30-12.0,28,-0.01831930426,-0.007124831839,0,1,1,0,7998.49,7988.288,40.814,1,2019-09-30,9,12
6412,6412,2019-09-30,13,967,0.08863861938,0.1677466418,2019-09-30-13.0,-16,0.02494134674,0.01329555899,0,0,1,0,8114.76,8037.856,49.568,1,2019-09-30,9,1
6413,6413,2019-09-30,14,1189,0.1047570987,0.1511005061,2019-09-30-14.0,222,-0.01664613562,0.01611847928,0,1,1,0,8201.57,8077.642,39.786,1,2019-09-30,9,2
6414,6414,2019-09-30,15,1165,0.08763876474,0.144889952,2019-09-30-15.0,-24,-0.006210554148,-0.01711833392,0,0,1,0,8283.85,8125.994,48.352,1,2019-09-30,9,3
6415,6415,2019-09-30,16,1043,0.08874743435,0.09713274226,2019-09-30-16.0,-122,-0.04775720972,0.001108669615,0,0,1,0,8260.01,8171.736,45.742,1,2019-09-30,9,4
6416,6416,2019-09-30,17,1080,0.08792013684,0.1800017128,2019-09-30-17.0,37,0.08286897054,-0.000827297515,0,1,1,0,8230.78,8218.194,46.458,1,2019-09-30,9,5
6417,6417,2019-09-30,18,1064,0.09669829007,0.1630819798,2019-09-30-18.0,-16,-0.01691973299,0.008778153235,0,0,1,0,8258.96,8247.034,28.84,1,2019-09-30,9,6
6418,6418,2019-09-30,19,940,0.04997126001,0.06643258278,2019-09-30-19.0,-124,-0.09664939702,-0.04672703006,0,0,1,0,8269.53,8260.626,13.592,1,2019-09-30,9,7
6419,6419,2019-09-30,20,982,0.09188785875,0.1317150121,2019-09-30-20.0,42,0.0652824293,0.04191659873,0,1,1,0,8214.67,8246.79,-13.836,0,2019-09-30,9,8
6420,6420,2019-09-30,21,910,0.07319882493,0.1560228745,2019-09-30-21.0,-72,0.02430786245,-0.01868903382,0,0,1,0,8233.45,8241.478,-5.312,0,2019-09-30,9,9
6421,6421,2019-09-30,22,832,0.075204057,0.09095340592,2019-09-30-22.0,-78,-0.06506946861,0.00200523207,0,0,1,0,8218.58,8239.038,-2.44,0,2019-09-30,9,10
6422,6422,2019-09-30,23,727,0.07986305518,0.1001172358,2019-09-30-23.0,-105,0.009163829835,0.004658998187,0,0,1,0,8289.34,8245.114,6.076,1,2019-09-30,9,11
6423,6423,2019-10-01,0,675,0.06995037211,0.1213846402,2019-10-01-0.0,-52,0.02126740447,-0.009912683072,0,0,1,0,8199.66,8231.14,-13.974,0,2019-10-01,10,12
6424,6424,2019-10-01,1,624,0.06052277143,0.1174843939,2019-10-01-1.0,-51,-0.003900246288,-0.009427600682,0,0,1,0,8269.83,8242.172,11.032,1,2019-10-01,10,1
6425,6425,2019-10-01,2,830,0.06546532375,0.1573776936,2019-10-01-2.0,206,0.03989329968,0.00494255232,0,1,1,0,8412.87,8278.056,35.884,1,2019-10-01,10,2
6426,6426,2019-10-01,3,735,0.09527435603,0.1466074069,2019-10-01-3.0,-95,-0.01077028676,0.02980903228,0,0,1,0,8396.93,8313.726,35.67,1,2019-10-01,10,3
6427,6427,2019-10-01,4,647,0.06857659689,0.1162603679,2019-10-01-4.0,-88,-0.03034703894,-0.02669775914,0,0,1,0,8423.57,8340.572,26.846,1,2019-10-01,10,4
6428,6428,2019-10-01,5,730,0.08217151292,0.1192915886,2019-10-01-5.0,83,0.003031220632,0.01359491603,0,1,1,0,8419.86,8384.612,44.04,1,2019-10-01,10,5
6429,6429,2019-10-01,6,720,0.0801519423,0.1563830665,2019-10-01-6.0,-10,0.0370914779,-0.002019570612,0,0,1,0,8386.33,8407.912,23.3,1,2019-10-01,10,6
6430,6430,2019-10-01,7,914,0.09890127556,0.1416132604,2019-10-01-7.0,194,-0.01476980604,0.01874933326,0,1,1,0,8407.12,8406.762,-1.15,0,2019-10-01,10,7
6431,6431,2019-10-01,8,917,0.09915313006,0.1556161222,2019-10-01-8.0,3,0.0140028618,0.0002518544944,0,1,1,0,8376.28,8402.632,-4.13,0,2019-10-01,10,8
6432,6432,2019-10-01,9,917,0.06673648457,0.1083977767,2019-10-01-9.0,0,-0.04721834549,-0.03241664549,0,0,1,0,8317.13,8381.344,-21.288,0,2019-10-01,10,9
6433,6433,2019-10-01,10,815,0.06547409452,0.07955545304,2019-10-01-10.0,-102,-0.02884232369,-0.001262390059,0,0,1,0,8305.97,8358.566,-22.778,0,2019-10-01,10,10
6434,6434,2019-10-01,11,969,0.1102926331,0.1220394237,2019-10-01-11.0,154,0.04248397067,0.04481853858,0,1,1,0,8353.42,8351.984,-6.582,0,2019-10-01,10,11
6435,6435,2019-10-01,12,1108,0.1036717368,0.1792656688,2019-10-01-12.0,139,0.0572262451,-0.006620896307,0,1,1,0,8314.32,8333.424,-18.56,0,2019-10-01,10,12
6436,6436,2019-10-01,13,1189,0.06768800385,0.1082736814,2019-10-01-13.0,81,-0.0709919874,-0.03598373294,0,1,1,0,8343.56,8326.88,-6.544,0,2019-10-01,10,1
6437,6437,2019-10-01,14,1076,0.08887596532,0.1327541578,2019-10-01-14.0,-113,0.02448047638,0.02118796147,0,0,1,0,8335.12,8330.478,3.598,1,2019-10-01,10,2
6438,6438,2019-10-01,15,1030,0.09679429753,0.1899906583,2019-10-01-15.0,-46,0.05723650053,0.007918332213,0,0,1,0,8365.5,8342.384,11.906,1,2019-10-01,10,3
6439,6439,2019-10-01,16,1090,0.0908272007,0.1626900465,2019-10-01-16.0,60,-0.02730061179,-0.005967096835,0,1,1,0,8429.27,8357.554,15.17,1,2019-10-01,10,4
6440,6440,2019-10-01,17,1000,0.0862000688,0.1989624258,2019-10-01-17.0,-90,0.03627237923,-0.004627131893,0,0,1,0,8277.22,8350.134,-7.42,0,2019-10-01,10,5
6441,6441,2019-10-01,18,932,0.1037480141,0.1726014968,2019-10-01-18.0,-68,-0.02636092895,0.01754794533,0,0,1,0,8289,8339.222,-10.912,0,2019-10-01,10,6
6442,6442,2019-10-01,19,966,0.07141077722,0.167831112,2019-10-01-19.0,34,-0.004770384764,-0.03233723691,0,1,1,0,8302.6,8332.718,-6.504,0,2019-10-01,10,7
6443,6443,2019-10-01,20,912,0.08989285528,0.1631697377,2019-10-01-20.0,-54,-0.004661374322,0.01848207805,0,0,1,0,8347,8329.018,-3.7,0,2019-10-01,10,8
6444,6444,2019-10-01,21,896,0.07300756812,0.1816900363,2019-10-01-21.0,-16,0.01852029856,-0.01688528715,0,0,1,0,8299.92,8303.148,-25.87,0,2019-10-01,10,9
6445,6445,2019-10-01,22,813,0.1032085239,0.1458619547,2019-10-01-22.0,-83,-0.03582808156,0.0302009558,0,0,1,0,8326.38,8312.98,9.832,1,2019-10-01,10,10
6446,6446,2019-10-01,23,794,0.07786835606,0.1514954509,2019-10-01-23.0,-19,0.005633496166,-0.02534016786,0,0,1,0,8292.44,8313.668,0.688,1,2019-10-01,10,11
6447,6447,2019-10-02,0,734,0.07540719549,0.08222182848,2019-10-02-0.0,-60,-0.06927362241,-0.002461160572,0,0,1,0,8285.16,8310.18,-3.488,0,2019-10-02,10,12
6448,6448,2019-10-02,1,663,0.06829407364,0.1772303664,2019-10-02-1.0,-71,0.09500853795,-0.007113121844,0,0,1,0,8279.35,8296.65,-13.53,0,2019-10-02,10,1
6449,6449,2019-10-02,2,609,0.08481435115,0.1384442169,2019-10-02-2.0,-54,-0.03878614953,0.01652027751,0,0,1,0,8247.85,8286.236,-10.414,0,2019-10-02,10,2
6450,6450,2019-10-02,3,613,0.07996630704,0.1184585659,2019-10-02-3.0,4,-0.01998565098,-0.00484804411,0,1,1,0,8244.94,8269.948,-16.288,0,2019-10-02,10,3
6451,6451,2019-10-02,4,590,0.09618525705,0.1354834621,2019-10-02-4.0,-23,0.01702489617,0.01621895001,0,0,1,0,8209.45,8253.35,-16.598,0,2019-10-02,10,4
6452,6452,2019-10-02,5,706,0.05259977884,0.08239493843,2019-10-02-5.0,116,-0.05308852367,-0.0435854782,0,1,1,0,8161.84,8228.686,-24.664,0,2019-10-02,10,5
6453,6453,2019-10-02,6,715,0.05018442199,0.06503519712,2019-10-02-6.0,9,-0.0173597413,-0.002415356849,0,1,1,0,8212.54,8215.324,-13.362,0,2019-10-02,10,6
6454,6454,2019-10-02,7,510,0.1160872261,0.1271082046,2019-10-02-7.0,-205,0.06207300749,0.06590280407,0,0,1,0,8204.36,8206.626,-8.698,0,2019-10-02,10,7
6455,6455,2019-10-02,8,523,0.0585033695,0.1293110145,2019-10-02-8.0,13,0.00220280985,-0.05758385657,0,1,1,0,8237.94,8205.226,-1.4,0,2019-10-02,10,8
6456,6456,2019-10-02,9,811,0.09420257495,0.1248985444,2019-10-02-9.0,288,-0.004412470072,0.03569920546,0,1,1,0,8234.67,8210.27,5.044,1,2019-10-02,10,9
6457,6457,2019-10-02,10,527,0.2132143879,0.2295267847,2019-10-02-10.0,-284,0.1046282403,0.1190118129,0,0,1,0,8255.93,8229.088,18.818,1,2019-10-02,10,10
